upDown
0.074991,5.162255,8.444616,0.060373,0.042001,0.074711
-0.04238,5.226933,8.329633,0.118963,0.152788,-0.00731
-0.50471,5.377849,8.159554,0.105114,0.141070,-0.03714
-0.73468,5.471272,8.159554,0.067830,0.079285,-0.05205
-0.85205,5.500018,8.094876,0.029481,-0.00167,-0.04672
-0.44722,5.385035,7.984684,0.001784,-0.07517,-0.02542
-0.27714,5.298798,7.994266,-0.00567,-0.09967,0.004404
-0.16934,5.241306,7.963125,0.030546,-0.00806,0.041688
-0.13341,5.255679,7.931983,0.055047,0.056915,0.035296
-0.50231,5.430549,7.967916,0.065700,0.097395,0.015056
-0.76103,5.540741,8.030198,0.053982,0.096329,-0.01690
-0.87361,5.581464,8.061339,0.002849,0.021761,-0.06909
-0.84726,5.595837,8.034989,-0.00993,-0.01126,-0.06270
-0.78019,5.576673,7.975102,-0.00673,-0.02191,-0.03714
-0.62688,5.497622,7.800232,0.006045,-0.01232,-0.00944
-0.67000,5.516787,7.826582,0.025220,0.017500,0.016122
-0.77061,5.521577,7.852933,0.044394,0.093134,0.039557
-0.75384,5.545532,7.800232,0.038003,0.109112,0.042753
-0.43045,5.353894,8.382333,0.027350,0.105917,0.051275
-0.60053,5.459295,8.288909,-0.02058,0.065437,0.076842
-0.58616,5.509600,8.123621,-0.05147,0.017500,0.037427
-0.62927,5.538346,8.123621,-0.01312,-0.00700,0.003338
-0.70832,5.581464,8.365565,-0.03869,-0.03043,-0.00731
-0.72030,5.538346,8.394310,-0.06745,-0.03576,-0.01264
-0.67239,5.543137,8.312865,-0.06852,-0.02724,-0.00944
-0.60771,5.547927,8.272142,-0.05467,-0.01552,0.000143
-0.51190,5.533555,8.085294,-0.01632,-0.01658,0.021448
-0.49752,5.478459,8.075712,0.004980,-0.03789,0.027839
-0.51908,5.464086,8.126017,0.014567,-0.03363,0.031035
-0.52148,5.454504,8.130808,0.009241,-0.02617,0.028905
-0.48555,5.452108,7.951148,-0.02804,-0.04854,0.016122
-0.48315,5.442526,7.872097,-0.03336,-0.05813,0.011861
-0.49273,5.444922,7.860119,-0.00993,-0.04108,0.007599
-0.50471,5.444922,8.159554,0.012436,0.010043,0.001208
-0.47117,5.437736,8.300888,0.006045,0.031348,-0.00411
-0.38254,5.373058,8.344006,-0.05467,0.015369,-0.01583
-0.26516,5.284425,8.094876,-0.12285,-0.04641,-0.02861
-0.24839,5.258075,7.941565,-0.13883,-0.07198,-0.03074
-0.16455,5.241306,7.644526,-0.15907,-0.13483,-0.03927
-0.08790,5.210165,7.273227,-0.19422,-0.21366,-0.04992
-0.12143,5.229329,7.179803,-0.21872,-0.24668,-0.05525
-0.08550,5.114346,7.297182,-0.27624,-0.27970,-0.06590
-0.46399,5.023318,7.910424,-0.40301,-0.34255,-0.10425
-0.76821,4.987386,8.224232,-0.49462,-0.40753,-0.12875
-0.94069,4.874798,8.636254,-0.64376,-0.48317,-0.16390
-0.50950,4.764606,9.184819,-0.62672,-0.40327,-0.15964
-0.46638,4.707115,9.347711,-0.54789,-0.27864,-0.11277
-0.43524,4.788561,9.580073,-0.32631,0.014304,0.038492
-0.61969,4.750233,9.539350,-0.14415,0.250793,0.109865
-0.63886,5.016131,9.623191,-0.07917,0.262510,0.109865
-0.54304,5.032900,9.436344,-0.03656,0.157049,0.092821
0.180392,4.999363,8.851847,-0.05360,-0.08796,0.076842
0.688234,4.762210,8.214650,-0.06639,-0.17637,0.081103
0.791239,4.625669,8.171531,0.001784,-0.19342,0.141823
0.980482,4.251974,8.605113,0.114702,-0.01978,0.213195
1.066719,4.036380,8.679373,0.149855,0.085677,0.223848
1.435623,3.631545,8.478153,0.126420,0.220965,0.205739
2.065634,3.284200,8.880593,0.038003,0.208182,0.173781
2.480051,2.960811,9.201587,-0.09408,0.085677,0.149280
2.968729,2.611071,10.40172,-0.19635,0.068632,0.145018
2.202176,2.618257,11.11557,-0.40727,0.247597,0.083233
0.666674,2.994347,11.40782,-0.49036,0.369037,0.005469
0.146855,3.317737,11.16348,-0.50954,0.573567,-0.29813
-0.49752,4.065126,10.11426,-0.36253,0.457454,-0.66458
-0.79696,4.692742,9.215960,-0.16120,-0.06132,-0.85100
-0.96225,4.927499,8.964435,-0.05041,-0.29994,-0.87763
-1.36948,5.339521,8.729678,0.146660,-0.56093,-0.83289
-1.95876,5.442526,8.463780,0.271295,-0.46399,-0.73808
-2.37079,5.545532,8.430243,0.312841,-0.38410,-0.70612
-2.42109,5.729984,8.008639,0.388474,-0.24455,-0.66351
-1.88690,5.638956,7.675667,0.434281,-0.20087,-0.61238
-1.73119,5.574278,7.618176,0.436411,-0.26372,-0.55805
-1.57788,5.555114,7.416955,0.412976,-0.42032,-0.38974
-1.69526,5.605419,7.311554,0.363973,-0.50234,-0.31304
-1.74796,5.626978,7.198967,0.350125,-0.50660,-0.30878
-1.70005,5.660515,7.175012,0.319232,-0.48743,-0.31517
-1.54435,5.617396,7.285204,0.288340,-0.47571,-0.30345
-1.25928,5.550323,7.381023,0.197792,-0.44908,-0.22356
-1.18742,5.485645,7.565475,0.146660,-0.38729,-0.14047
-1.11556,5.416176,7.599012,0.124289,-0.31166,-0.09679
-1.04609,5.416176,7.570266,0.121093,-0.29036,-0.08827
-1.22575,5.456899,7.591825,0.120028,-0.26266,-0.07229
-1.36708,5.550323,7.836164,0.075287,-0.24561,-0.06590
-1.05806,5.432945,8.142786,0.048655,-0.22324,-0.05844
-0.78977,5.301193,8.207464,-0.01099,-0.17318,0.005469
-0.55262,5.121532,8.370356,-0.01099,-0.12417,0.067254
-0.34182,5.059250,8.454197,0.008175,-0.09648,0.083233
-0.23881,5.068832,8.413475,0.048655,-0.05174,0.081103
-0.07352,5.162255,8.221837,0.102984,-0.03043,0.064058
-0.16934,5.260470,8.011034,0.117898,-0.03789,0.051275
-0.22204,5.289216,8.001452,0.117898,-0.06132,0.012926
-0.18851,5.327544,8.034989,0.095527,-0.06132,-0.01050
-0.26756,5.373058,8.181114,0.075287,-0.06132,-0.00518
-0.30109,5.363476,8.308073,0.024154,-0.08902,0.009730
-0.06634,5.210165,8.566785,-0.02058,-0.14548,0.027839
-0.27235,6.060560,5.495782,-0.02165,-0.15613,0.048080
-0.12862,4.905939,7.460074,0.040133,-0.14655,0.080037
-0.15976,5.231724,8.355983,0.140268,0.362645,0.100277
-0.73947,5.258075,8.037384,0.104049,0.250793,0.082168
-0.61490,5.253283,7.754718,0.032676,0.067567,0.078972
0.101341,5.128719,7.637340,-0.05041,-0.25414,0.083233
0.283398,5.080809,7.922401,-0.12072,-0.35321,0.121583
0.434313,4.937080,8.516480,-0.23789,-0.34788,0.137562
0.300166,4.996967,8.413475,-0.25068,-0.27118,0.125844
0.142064,5.131114,7.886469,-0.14735,-0.09328,0.082168
0.010313,5.191001,7.718786,0.014567,0.032413,0.049145
0.252256,5.090391,7.728368,0.052916,0.059045,0.056602
0.726561,4.958640,8.063735,-0.03656,0.017500,0.102408
0.606787,4.929894,8.154763,-0.08343,0.012173,0.121583
0.482222,4.956244,8.061339,-0.12817,0.028152,0.088560
0.034268,5.044877,7.728368,-0.11219,0.033479,0.012926
-0.42326,5.085600,7.476842,-0.10154,0.021761,-0.01370
-0.35379,5.037691,7.570266,-0.09089,0.046262,-0.02542
0.463059,4.678369,8.094876,-0.11006,0.130418,0.043818
0.803216,4.560990,8.348796,-0.13989,0.174094,0.106669
0.829567,4.656809,8.547621,-0.20168,0.202856,0.151410
0.039059,5.035295,8.430243,-0.20700,0.196464,0.113061
-0.72270,5.670097,8.399102,-0.19635,0.151723,-0.02116
-0.97422,5.991091,8.585949,-0.21233,0.086742,-0.09040
-1.34073,6.633080,9.465089,-0.27944,0.039870,-0.04779
-1.55632,6.982819,10.37058,-0.32525,0.012173,-0.00518
-1.56591,7.198412,10.70594,-0.37851,-0.00806,0.072581
-2.21987,7.761350,11.73839,-0.31459,0.013239,0.137562
-2.60794,8.055994,12.53609,-0.27518,0.040936,0.149280
-2.70615,8.199723,13.46074,-0.20381,0.122961,0.170585
-2.55045,8.034434,14.36623,-0.15374,0.144266,0.221717
-2.02344,7.284649,15.77478,-0.07171,0.173028,0.300547
-1.88450,6.613915,15.74603,0.071026,0.225226,0.376181
-1.83660,6.350413,15.23100,0.538677,0.358384,0.475250
-1.65214,5.811430,13.44877,1.124572,0.389277,0.517861
-0.98141,4.970617,11.33835,1.377039,0.341340,0.560471
-0.52866,4.589736,10.44005,1.721119,0.152788,0.689368
0.391194,3.875884,8.832683,1.790361,-0.12631,0.836375
1.205657,3.384810,7.352278,1.739229,-0.32551,0.889638
1.442809,3.279409,6.573747,1.580504,-0.77186,0.934379
1.737453,3.118912,4.595082,1.478239,-1.08824,0.912008
1.862018,3.123703,2.458315,1.480370,-1.14150,0.899225
2.000956,3.140472,1.548033,1.481435,-1.10422,0.870463
2.571079,3.049443,-0.13119,1.334429,-1.03391,0.869398
2.978311,3.085376,-1.16604,1.187422,-0.99876,0.867267
2.987893,3.030280,-1.07741,0.832689,-0.92845,0.837440
2.616594,3.051839,-0.76599,0.258512,-0.80488,0.707478
2.281227,2.975184,-0.97919,0.022024,-0.73138,0.640366
2.197385,2.953624,-0.90733,-0.30181,-0.50554,0.537036
2.401000,2.742822,-0.89535,-0.63630,-0.41499,0.489099
2.568684,2.579930,-0.52645,-0.80781,-0.37132,0.491229
2.585453,2.436201,-0.67497,-1.08691,-0.20727,0.494425
2.286018,2.160721,-0.88577,-1.26694,0.109112,0.462467
1.919510,1.808585,-0.37074,-1.34683,0.314708,0.432640
1.859623,1.506755,0.412576,-1.63339,0.709921,0.338896
1.703916,1.010891,1.912146,-2.13619,0.888885,0.259002
0.750516,0.692292,3.117072,-2.38653,0.946410,0.217456
0.103737,0.630010,3.644077,-2.70078,1.193551,0.075776
-1.57309,0.385671,5.186765,-2.79559,1.640962,-0.10212
-2.58398,0.009581,7.151058,-2.86590,1.826317,-0.16177
-2.09770,-0.90309,8.985994,-3.12263,1.959475,-0.17882
-2.01147,-1.42770,9.735779,-3.35273,1.832709,-0.01157
-2.91217,-1.87805,11.75037,-3.34740,1.852949,0.134366
-3.65716,-2.03136,12.74689,-3.24620,2.042566,0.136496
-4.33029,-2.41464,14.00691,-2.97775,2.475063,0.081103
-4.36143,-3.01111,16.08619,-2.84353,2.575197,0.084298
-3.87515,-3.12130,18.83859,-2.73700,2.447366,0.159932
-3.59488,-2.97039,19.69138,-2.74233,2.157614,0.224913
-3.32898,-2.86978,19.01107,-2.63474,2.053218,0.253675
-3.42719,-2.45536,19.10449,-2.12235,1.899821,0.224913
-3.79610,-2.12958,19.62431,-1.72607,1.532305,0.088560
-3.22597,-1.62413,21.04483,-1.76442,0.865450,-0.03714
-2.33965,-1.43489,21.36582,-1.78572,0.496868,-0.04353
-1.07962,-0.92225,20.64239,-1.53539,-0.05174,0.096016
-1.14909,-0.29224,19.19791,-0.83870,-0.14122,0.114126
-1.57788,0.014372,18.57748,-0.44349,-0.06772,0.054471
-2.51212,0.421603,18.36429,0.210575,0.081416,-0.08827
-2.79718,0.055095,19.33206,0.400192,0.093134,-0.13088
-2.73490,-0.28027,19.89500,0.582352,0.006847,-0.11277
-2.46421,-0.74978,20.30463,0.764513,-0.11778,-0.01903
-2.33006,-1.16899,20.48668,0.918976,-0.18809,0.027839
-2.50014,-1.80379,20.12017,1.354668,-0.39901,0.038492
-3.02475,-2.23258,18.72121,1.888366,-0.69090,0.001208
-3.07745,-2.34517,17.82530,2.394366,-1.06800,0.032101
-2.18634,-2.61346,15.59272,2.631920,-1.23098,0.087494
-1.49165,-2.98237,12.32529,3.113419,-1.46108,0.167389
-0.98860,-2.86259,9.551327,3.343516,-1.50050,0.159932
-1.09879,-2.50087,8.878197,3.520349,-1.46108,0.127974
-1.36948,-1.70558,8.334424,3.526741,-1.28318,0.041688
-1.41260,-1.41812,7.984684,3.410627,-1.26614,-0.01583
-1.39343,-0.93184,7.021702,3.092113,-1.52713,-0.04459
-1.15149,-0.79769,6.022787,2.961086,-1.75083,-0.06164
-0.99099,-0.21319,4.065681,2.871604,-2.07787,-0.04885
-0.60053,0.601264,1.969637,2.881191,-2.09704,-0.06164
-0.24121,1.437286,0.393412,2.886518,-1.99584,-0.06909
-0.10466,1.837331,-0.25097,2.791709,-1.64857,-0.03607
0.180392,2.627839,-1.12292,2.529654,-1.33325,-0.03714
0.168415,3.296178,-1.64753,2.342168,-1.19263,-0.02222
0.257047,3.583635,-1.68107,1.892627,-0.96999,-0.00944
0.386403,3.907025,-1.30019,1.390887,-0.75907,0.029970
0.642719,4.055544,-1.32414,1.125637,-0.66213,0.052341
0.812798,3.959725,-1.51578,0.662247,-0.49169,0.088560
0.913408,3.839951,-1.42715,0.275557,-0.34362,0.117322
0.875081,3.629149,-1.16843,0.051851,-0.27757,0.111995
0.618765,3.473443,-0.85463,-0.44456,-0.15613,0.085364
0.223511,3.047048,-0.07849,-0.94523,0.001521,0.055536
0.369635,2.536811,1.440237,-1.21368,0.061176,0.049145
0.235488,2.321218,2.218767,-1.77827,0.152788,0.105604
-0.27714,2.060111,3.682404,-2.23953,0.274228,0.130105
-1.35031,1.710371,4.063285,-2.37375,0.388211,0.118387
-1.80306,1.446868,4.039331,-2.47282,0.628961,0.091755
-1.77431,0.503050,4.631014,-2.47175,0.905930,0.143953
-0.99099,-0.50784,6.293476,-2.51117,1.059328,0.230240
-0.48075,-0.86716,7.007329,-2.72209,1.307534,0.429444
-0.59095,-1.84930,6.796527,-2.84459,1.350144,0.541297
-0.71312,-2.59430,6.691125,-2.80518,1.356536,0.534905
-1.34792,-2.73084,6.969001,-2.63900,1.590894,0.442227
-2.96966,-2.96799,8.281723,-2.68267,1.891298,0.335701
-4.11949,-3.48542,10.88321,-2.77535,2.032978,0.225979
-4.21051,-3.86869,12.20791,-3.04593,2.120330,0.119452
-3.80807,-4.17052,14.58662,-3.25898,1.965867,0.182303
-4.38059,-4.26634,16.10535,-3.23555,1.940301,0.261132
-4.30154,-4.02200,18.14151,-2.92023,1.957345,0.309069
-4.07158,-3.87109,18.74038,-2.54419,1.998890,0.276046
-3.52541,-3.65550,19.00867,-2.27148,1.654810,0.328244
