leftRight
-0.91194,2.944042,9.350107,0.035816,-0.12960,-0.04434
-0.87122,2.975184,9.175237,0.040077,-0.12215,-0.05073
-0.92152,3.051839,9.112955,-0.01318,-0.21269,-0.09441
-0.65083,2.869782,9.335734,-0.10373,-0.29259,-0.12956
-0.55741,2.886551,9.295011,-0.06005,-0.22548,-0.10400
-0.14778,2.841037,8.748842,-0.27524,-0.24359,-0.08376
-0.77540,2.630235,9.467485,-0.30932,-0.11682,0.046199
-0.26516,2.860201,9.570491,-0.29335,-0.09871,0.149529
-0.11185,2.563161,9.584864,-0.11012,-0.15837,-0.01984
-0.23162,2.553579,9.436344,-0.07603,-0.10297,-0.04754
-0.13101,2.522438,9.259078,-0.10692,-0.11789,-0.06565
-0.09029,2.555975,9.237520,-0.13462,-0.11363,-0.07524
-0.02082,2.591907,9.261474,-0.17084,-0.03053,-0.09974
-0.04478,2.608675,9.295011,-0.17723,0.031245,-0.10826
-0.06873,2.558370,9.342921,-0.19641,0.153750,-0.08482
-0.10227,2.433805,9.263870,-0.22410,0.058942,-0.08269
-0.09029,2.503274,9.148886,-0.19428,0.265603,-0.12530
-0.11904,2.618257,9.407598,-0.19960,0.258146,-0.11145
0.225906,1.971478,9.953767,-0.31678,-0.01349,0.121832
-1.56351,2.790732,9.326152,-0.35726,0.014201,0.408388
-1.30959,2.302054,9.321361,-0.33809,0.025919,0.441411
-0.41129,1.997828,9.350107,-0.31145,0.049354,0.361517
-0.12383,1.875659,9.151282,-0.30613,0.046159,0.317841
-0.27474,1.916382,9.110559,-0.28908,0.077051,0.239011
-0.38014,1.861286,9.220751,-0.23795,0.109009,0.151660
-0.49273,1.755885,9.354898,-0.16551,0.113270,0.085613
-0.69156,1.772653,9.431553,-0.12823,0.096226,0.067504
-0.68197,1.755885,9.560909,-0.05047,-0.01456,0.041938
-0.61730,1.734326,10.03281,-0.00999,-0.06569,0.031285
-0.45680,1.772653,10.20050,0.048599,-0.14452,0.013175
-0.43764,1.799004,10.16696,0.082687,-0.16369,0.002523
-0.50710,1.880450,10.07354,0.160451,-0.04864,0.001458
-0.45920,1.866077,9.982513,0.201997,-0.02095,0.014241
-0.46399,1.882845,9.881903,0.263782,-0.07421,0.061112
-0.39212,2.021783,9.819621,0.275500,-0.11576,0.083483
-0.22923,2.043342,9.786084,0.274435,-0.15517,0.095201
-0.02801,2.105625,9.714220,0.272304,-0.19672,0.093070
0.005522,2.175094,9.577677,0.284022,-0.24359,0.057917
0.096550,2.127184,9.469881,0.274435,-0.13493,-0.01345
0.082177,2.110416,9.443531,0.255260,-0.06036,-0.05819
-0.16934,2.220608,9.144096,0.222237,0.087704,-0.10400
-0.38014,2.278099,8.806333,0.178561,0.142032,-0.09121
