@RELATION gesture
@ATTRIBUTE X_ACC_MEAN NUMERIC
@ATTRIBUTE X_ACC_STD NUMERIC
@ATTRIBUTE X_ACC_MAX NUMERIC
@ATTRIBUTE X_ACC_MIN NUMERIC
@ATTRIBUTE X_ACC_IQR NUMERIC
@ATTRIBUTE Y_ACC_MEAN NUMERIC
@ATTRIBUTE Y_ACC_STD NUMERIC
@ATTRIBUTE Y_ACC_MAX NUMERIC
@ATTRIBUTE Y_ACC_MIN NUMERIC
@ATTRIBUTE Y_ACC_IQR NUMERIC
@ATTRIBUTE Z_ACC_MEAN NUMERIC
@ATTRIBUTE Z_ACC_STD NUMERIC
@ATTRIBUTE Z_ACC_MAX NUMERIC
@ATTRIBUTE Z_ACC_MIN NUMERIC
@ATTRIBUTE Z_ACC_IQR NUMERIC
@ATTRIBUTE X_GYR_MEAN NUMERIC
@ATTRIBUTE X_GYR_STD NUMERIC
@ATTRIBUTE X_GYR_MAX NUMERIC
@ATTRIBUTE X_GYR_MIN NUMERIC
@ATTRIBUTE X_GYR_IQR NUMERIC
@ATTRIBUTE Y_GYR_MEAN NUMERIC
@ATTRIBUTE Y_GYR_STD NUMERIC
@ATTRIBUTE Y_GYR_MAX NUMERIC
@ATTRIBUTE Y_GYR_MIN NUMERIC
@ATTRIBUTE Y_GYR_IQR NUMERIC
@ATTRIBUTE Z_GYR_MEAN NUMERIC
@ATTRIBUTE Z_GYR_STD NUMERIC
@ATTRIBUTE Z_GYR_MAX NUMERIC
@ATTRIBUTE Z_GYR_MIN NUMERIC
@ATTRIBUTE Z_GYR_IQR NUMERIC
@ATTRIBUTE class {upDown, leftRight, inOut, rotation}
@DATA
0.07592889377957747, 0.885020699138594, 3.46219801902771, -2.5360801219940186, 0.6383950188755989, 2.9782944095464563, 1.3584133183468563, 6.882209777832031, -2.117603302001953, 1.5199310183525085, 9.085761918086309, 3.4029728516660964, 23.191181182861328, 0.1347012221813202, 0.5671300888061523, 0.005389171183153457, 0.9497299357191747, 4.137580394744873, -4.109690189361572, 0.15286532696336508, 0.01457585965783847, 0.3225616988460597, 1.9846692085266113, -1.217513084411621, 0.07749792654067278, 0.007903584638028866, 0.30137371073642916, 1.1064893007278442, -1.2967453002929688, 0.05566002428531647, upDown

-0.1033890929432013, 3.8347007669321793, 6.813472, -8.98231, 6.453417, -0.231969099827883, 1.7822501978163967, 3.746528, -4.21843, 2.8482190000000003, 10.164867812392428, 1.4668810047315137, 14.03805, 6.068301, 1.8253500000000003, 0.0032555043029259796, 0.39217298751938307, 1.045176, -1.28881, 0.49108399999999996, 0.0037033803786574904, 0.9225436724636533, 2.761752, -1.66441, 1.453017, -0.027012958691910508, 1.5728544905094013, 3.172358, -3.18833, 2.705762, leftRight

-0.10982776027397259, 1.461278603222, 4.291033, -6.83596, 1.2827735, 3.5225391643835615, 3.4043543107140493, 7.56492, -6.71213, 4.6849575, 8.348640443493151, 6.030296031914511, 27.44075, -4.67781, 1.9056034999999998, -0.012626943493150676, 1.6462105736967652, 4.960586, -4.90375, 0.47403850000000003, -0.041608731164383544, 0.7978207653460009, 2.511282, -2.40277, 0.5472764999999999, -0.0614663647260274, 0.37064270759743784, 1.213478, -1.31865, 0.18774625, upDown

-0.5576339764216366, 1.333671395151932, 3.028616, -5.72446, 1.226479, 3.623890595006935, 2.5712228930772905, 8.199723, -4.26634, 2.081671, 8.640576031900139, 4.415999154394801, 25.10037, -1.69544, 1.1474340000000005, -0.0034438446601941734, 1.2206247820390366, 3.916627, -3.35273, 0.345138, -0.03302111095700416, 0.6897054119790141, 2.575197, -2.1322, 0.338744, -0.041897850208044374, 0.2853246545700624, 0.934379, -1.22064, 0.16618100000000002, upDown

0.011409623711340192, 1.1937109945672821, 4.379666, -6.91261, 0.8216410000000001, 4.046486663917526, 2.59518695085822, 8.156603, -3.7609, 2.99075475, 8.22187056185567, 4.9429073376695865, 27.88152, -5.06827, 1.3815912500000005, -0.016038221649484524, 1.366661915181516, 3.87414, -4.68205, 0.30865275000000003, -0.042142918556701034, 0.6327706490938646, 2.711881, -2.29911, 0.29107900000000003, -0.04763778556701031, 0.29832875029552913, 1.216004, -1.72305, 0.165106, upDown

-0.3722873274926786, 2.5124591849947717, 7.553675651550293, -9.494945526123047, 1.8493094444274902, 0.4039210725756113, 3.121390852289361, 3.80641508102417, -10.590411186218262, 3.18359112739563, 9.57528218024137, 7.438145080628173, 37.032257080078125, -6.0695881843566895, 4.279522180557251, 0.019183731078040226, 2.1209151777716566, 6.374106407165527, -5.877490043640137, 1.100417286157608, 0.034867423838614735, 1.1191152685159678, 4.397431373596191, -3.382188558578491, 1.0924277901649475, 0.04567206152674989, 0.6366442635135544, 1.8987208604812622, -3.044102191925049, 0.7115960568189621, upDown

-0.9534239212253829, 2.439425790216617, 5.570219, -16.9496, 0.57012, 1.1520734223194748, 2.5436613945389186, 3.154844, -8.36501, 1.2983489999999998, 6.82452727571116, 7.298109422916106, 16.45269, -22.0929, 0.41441700000000026, 0.00614105032822754, 2.0732860366487333, 8.798607, -6.37287, 0.099061, -0.034609958424507696, 4.689641213689198, 14.74721, -18.1268, 0.086283, -0.22159607002188184, 0.7800394048204505, 3.349334, -4.2854, 0.090542, rotation

-0.04400227888446216, 1.4455620490148977, 3.591553, -6.32333, 1.3534389999999998, 3.3189978486055773, 3.677317701531809, 7.255904, -6.6738, 3.3913989999999994, 8.315493501992034, 5.2305353247829425, 24.09188, -3.90407, 1.4061464999999993, -0.027189988047808773, 1.6161996732893598, 4.418367, -5.35223, 0.5086575, -0.03683208565737052, 0.8228774946063238, 3.296381, -2.74579, 0.5845565, -0.09141799601593627, 0.4216876894323485, 1.885659, -1.70853, 0.3627125, upDown

0.6774750517799353, 3.088662348012674, 7.968092, -6.76889, 3.394391, 0.6263786645091693, 1.8849382952808345, 5.202979, -3.72736, 2.8709765000000003, 9.917435595469255, 1.3376207093542862, 16.69464, 6.097047, 1.3726054999999988, -0.0239630668824164, 0.3450499515881423, 1.1027, -2.28803, 0.286548, -0.012444625674217905, 0.8523453177664025, 3.163356, -2.46762, 0.935293, -0.02450481229773463, 1.3013610410893834, 3.078614, -3.03067, 0.962456, leftRight

-0.4070400583244964, 2.9344772649036313, 7.613562, -8.05526, 1.933148, 1.3947479681866384, 1.6193509818066896, 4.431634, -4.14417, 2.258936, 9.951197652173914, 1.4876253543157094, 15.92569, 5.423917, 1.4205100000000002, -0.0004665906680805893, 0.3144404487755472, 1.261248, -1.96756, 0.1565895, -0.00028947401908801466, 0.9663312651236627, 2.982238, -3.00773, 0.6316965, -0.04113240402969249, 1.2630099474128804, 3.563143, -3.28543, 0.9635245, leftRight

-0.09577761928104575, 1.547371541357442, 6.600275, -5.964, 1.4798015, 3.2790269493464055, 3.4520988260756176, 7.399632, -7.76853, 4.814313500000001, 8.512729910130718, 6.119853982014026, 34.24152, -3.6765, 1.7061789999999988, -0.0012911895424836599, 1.5335844600590776, 4.042535, -4.47531, 0.34753375, -0.006110176470588247, 0.7272227979951088, 3.347843, -2.15743, 0.46577949999999996, -0.014142127450980405, 0.4647506185918107, 1.777821, -1.09838, 0.32570375, upDown

-0.08704737960339937, 1.6509810968784464, 3.917338, -7.88997, 2.0367532500000003, 3.358586650141643, 3.223806746945237, 9.09084, -5.25328, 5.11614375, 8.41783418696884, 6.5641404879398335, 31.36694, -4.09571, 3.27761325, 0.019743712464589218, 1.7267825448240965, 5.472978, -4.26459, 0.793885, -0.05602128328611898, 0.7076853512387328, 2.418604, -1.72314, 0.6548634999999999, -0.05207194050991503, 0.3744171223933383, 1.249697, -1.03209, 0.40745525000000005, upDown

-0.22431798480662984, 2.517459816571752, 7.242263, -6.09097, 2.5194365000000003, 1.4723227720994474, 1.581619923359778, 4.874798, -3.04225, 1.8337397500000003, 9.767825197513812, 1.2175992017309556, 14.42373, 5.431104, 1.0120844999999985, -0.02421879834254144, 0.3249964837475542, 1.649766, -0.97184, 0.25698725, 0.009055103591160225, 0.7897688150371518, 2.444433, -1.91569, 0.541678, -0.0673682817679558, 0.9668176724063731, 2.312443, -2.66979, 0.49827299999999997, leftRight

-0.8820722666666667, 3.3033473262897526, 8.490307, -7.83487, 4.671182, 0.7134048496453901, 1.5399754349958228, 4.546617, -4.04356, 2.1535249999999997, 9.75990894042553, 1.8666379452071105, 39.17621, 3.857275, 1.5354970000000012, -0.04226936737588652, 0.41143221594076224, 1.425289, -3.32685, 0.296134, -0.001692019858156038, 0.9106865263994399, 2.544035, -4.99057, 0.813858, -0.05060175602836882, 1.1411226060620536, 3.61086, -2.70402, 0.75846, leftRight

